ticket_id,description,root_cause,resolution
KAFKA-10311,"Flaky test KafkaAdminClientTest#testMetadataRetries. [https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/3545/testReport/junit/org.apache.kafka.clients.admin/KafkaAdminClientTest/testMetadataRetries/]    h3. Error Message  java.util.concurrent.ExecutionException: org.apache.kafka.common.errors.TimeoutException: Call(callName=describeTopics, deadlineMs=1595694629113, tries=1, nextAllowedTryMs=1595694629217) timed out at 1595694629117 after 1 attempt(s) h3. Stacktrace  java.util.concurrent.ExecutionException: org.apache.kafka.common.errors.TimeoutException: Call(callName=describeTopics, deadlineMs=1595694629113, tries=1, nextAllowedTryMs=1595694629217) timed out at 1595694629117 after 1 attempt(s) at org.apache.kafka.common.internals.KafkaFutureImpl.wrapAndThrow(KafkaFutureImpl.java:45) at org.apache.kafka.common.internals.KafkaFutureImpl.a",Not explicitly documented.,[https://github.com/apache/kafka/pull/9091] has covered this issue.
KAFKA-10306,"GlobalThread might loop forever. We did some code refactoring in the `GlobalStateMangerImpl` that can lead to an infinite loop if the global consumer throws an `InvalidOffsetException`. This is a regression bug and thus I marked this ticket as blocker fro 2.6 release.  The issue seem to occur only during the initial bootstrapping of the global store, but not during regular processing.",We did some code refactoring in the `GlobalStateMangerImpl` that can lead to an infinite loop if the global consumer throws an `InvalidOffsetException`.,Fixed
KAFKA-10301,"Partition#remoteReplicasMap can be empty in certain race conditions. In Partition#updateAssignmentAndIsr, we would previously update the `partition#remoteReplicasMap` by adding the new replicas to the map and then removing the old ones ([source]([https://github.com/apache/kafka/blob/7f9187fe399f3f6b041ca302bede2b3e780491e7/core/src/main/scala/kafka/cluster/Partition.scala#L657)]  During a recent refactoring, we changed it to first clear the map and then add all the replicas to it ([source]([https://github.com/apache/kafka/blob/2.6/core/src/main/scala/kafka/cluster/Partition.scala#L663]))  While this is done in a write lock (`inWriteLock(leaderIsrUpdateLock)`), not all callers that access the map structure use a lock. Some examples:  - Partition#updateFollowerFetchState  - DelayedDeleteRecords#tryComplete  - Partition#getReplicaOrException - called in `check",Partition#remoteReplicasMap can be empty in certain race conditions.,"Thanks, [~enether]. I agree it's good to get this into 2.6, so thanks for backporting. | Merged in master ([fa6e5b892227db24568e2cec0a0a0969bc1ec4b5|https://github.com/apache/kafka/commit/fa6e5b892227db24568e2cec0a0a0969bc1ec4b5]) and 2.6 ([fb0a79ddc7c2144cd58b9fc27e4d36ab8f063a78|https:/ | cc [~rhauch] - this would be good to get in 2.6"
KAFKA-10300,"fix flaky core/group_mode_transactions_test.py. {quote}  test_id:    kafkatest.tests.core.group_mode_transactions_test.GroupModeTransactionsTest.test_transactions.failure_mode=hard_bounce.bounce_target=brokers  status:     FAIL  run time:   9 minutes 47.698 seconds            copier-0 - Failed to copy all messages in 240s.  Traceback (most recent call last):    File ""/usr/local/lib/python2.7/dist-packages/ducktape/tests/runner_client.py"", line 134, in run      data = self.run_test()    File ""/usr/local/lib/python2.7/dist-packages/ducktape/tests/runner_client.py"", line 192, in run_test      return self.test_context.function(self.test)    File ""/usr/local/lib/python2.7/dist-packages/ducktape/mark/_mark.py"", line 429, in wrapper      return functools.partial(f, *args, **kwargs)(*w_args, **w_kwargs)    File ""/opt/kafka-dev/tests/kafkatest/t",Not explicitly documented.,merged to trunk
KAFKA-10293,"fix flaky streams/streams_eos_test.py. {quote} Module: kafkatest.tests.streams.streams_eos_test Class:  StreamsEosTest Method: test_failure_and_recovery_complex Arguments: {   ""processing_guarantee"": ""exactly_once"" } {quote}",Not explicitly documented.,"[~chia7712] I will close this ticket because it seems this test got fixed. I checked recent runs of system tests and this test has never failed.  Feel free to reopen, if you think this test is still a"
KAFKA-10287,fix flaky streams/streams_standby_replica_test.py. {quote} Module: kafkatest.tests.streams.streams_standby_replica_test Class:  StreamsStandbyTask Method: test_standby_tasks_rebalance {quote}  It pass occasionally on my local.  ,Not explicitly documented.,"Still needs trunk PR. See https://issues.apache.org/jira/browse/KAFKA-10319 | Created https://issues.apache.org/jira/browse/KAFKA-10319 to track the trunk migration so we can close this ticket for 2.6 | {quote} Sorry, I was not aware that you assigned this ticket to yourself  {quote}    Don’t worry. All I want to do is to fix all system tests. Thanks for resolving this issue!"
KAFKA-10284,"Group membership update due to static member rejoin should be persisted. For known static members rejoin, we would update its corresponding member.id without triggering a new rebalance. This serves the purpose for avoiding unnecessary rebalance for static membership, as well as fencing purpose if some still uses the old member.id.   The bug is that we don't actually persist the membership update, so if no upcoming rebalance gets triggered, this new member.id information will get lost during group coordinator immigration, thus bringing up the zombie member identity.  The bug find credit goes to [~hachikuji] ",static member rejoin should be persisted.,"Just FYI, created a PR: https://github.com/apache/kafka/pull/9270 | Checked with [~bchen225242] offline, and I just reproduced the issue with the procedure as in the attachment, happy to know if there are more failure scenarios related.[^How to reproduce the issue in  | I would say for all. Let me check if [~feyman] is interested in picking this up."
KAFKA-10282,"Log metrics are removed if a log is deleted and re-created quickly enough. When we delete a local log, we mark it for asynchronous deletion by renaming it with a `.delete` extension, and then wait `LogConfig.FileDeleteDelayMs` milliseconds before actually deleting the files on disk. We don't remove the Log metrics from the metrics registry until the actual deletion takes place. If we recreate a log of the same topic partition (for example, if we reassign the partition away from the broker and quickly reassign it back), the metrics are registered when the new log is created, but then unregistered when the async deletion of the original log takes place. This leaves us with a partition that is not reporting any Log metrics (size, offsets, number of segments, etc).  To fix this, the LogManager should check when creating new logs to see if a log for the same topic par",Log metrics are removed if a log is deleted and re-created quickly enough.,Have we considered removing the metrics when the log is initially deleted instead of waiting for the async delete?
KAFKA-10274,"Transaction system test uses inconsistent timeouts. We've seen some failures in the transaction system test with errors like the following: {code} copier-1 : Message copier didn't make enough progress in 30s. Current progress: 0 {code} Looking at the consumer logs, we see the following messages repeating over and over: {code} [2020-07-14 06:50:21,466] DEBUG [Consumer clientId=consumer-transactions-test-consumer-group-1, groupId=transactions-test-consumer-group] Fetching committed offsets for partitions: [input-topic-1] (org.apache.kafka.clients.consumer.internals.ConsumerCoordinator) [2020-07-14 06:50:21,468] DEBUG [Consumer clientId=consumer-transactions-test-consumer-group-1, groupId=transactions-test-consumer-group] Failed to fetch offset for partition input-topic-1: There are unstable offsets that need to be cleared. (org.apache.kafka.c",Transaction system test uses inconsistent timeouts.,"Merged this to trunk and 2.6 branch. | FWIW, I cherry-picked both of these fixes on top of 2.5:  [https://github.com/apache/kafka/compare/2.5...vvcephei:2.5-fix-transactional-test?expand=1]  And the test passes for me locally.  I'm running | Hi [~hachikuji] ,  I'm trying to get a green system test build for the 2.5.1 release, and this test seems to be failing quite a bit in the last few days.  I see that you already fixed the test back in"
KAFKA-10272,"kafka-server-stop.sh fails on IBM i. On the IBM i platform, the `kafka-server-stop.sh` script always fails with an error message ""No kafka server to stop""     The underlying cause is because the script relies on the output of `ps ax` to determine the pid. More specifically: {code:java} PIDS=$(ps ax | grep -i 'kafka\.Kafka' | grep java | grep -v grep | awk '{print $1}') {code} On IBM i, the ps utility is unconventional and truncates the output with these arguments. For instance, here is part of the ps output {code:java}  584329      - A     0:00 /QOpenSys/QIBM/ProdData/SC1/OpenSSH/sbin/sshd -R  584331      - A     0:00 /QOpenSys/QIBM/ProdData/SC1/OpenSSH/libexec/sftp-serv  584332      - A     0:00 /QOpenSys/QIBM/ProdData/SC1/OpenSSH/sbin/sshd -R  584334  pts/5 A     0:00 -bash  584365  pts/7 A     0:08 java -Xmx512M -Xms512M -",because the script relies on the output of `ps ax` to determine the pid.,Fixed
KAFKA-10271,"Performance regression while fetching a key from a single partition. This is follow-up bug for KAFKA-10030   StreamThreadStateStoreProvider excessive loop over calling internalTopologyBuilder.topicGroups(), which is synchronized, thus causing significant performance degradation to the caller, especially when store has many partitions.  ",Performance regression while fetching a key from a single partition.,"Bumped to 2.5.2, as the 2.5.1 release is already in progress. | After profiling under load it looks like problem in excessive loops over calling internalTopologyBuilder.topicGroups() which is synchronized.  !9020.png!"
KAFKA-10268,"dynamic config like ""--delete-config log.retention.ms"" doesn't work. After I set ""log.retention.ms=301000"" to clean the data,i use the cmd  ""bin/kafka-configs.sh --bootstrap-server 10.129.104.15:9092 --entity-type brokers --entity-default --alter --delete-config log.retention.ms"" to reset to default.  Static broker configuration like log.retention.hours is 168h and no topic level configuration like retention.ms.  it did not take effect actually although server.log print the broker configuration like that.  log.retention.check.interval.ms = 300000  log.retention.hours = 168  log.retention.minutes = null  {color:#ff0000}log.retention.ms = null{color}  log.roll.hours = 168  log.roll.jitter.hours = 0  log.roll.jitter.ms = null  log.roll.ms = null  log.segment.bytes = 1073741824  log.segment.delete.delay.ms = 60000     Then we can see that retention time is stil","dynamic config like ""--delete-config log.retention.ms"" doesn't work.","This was also cherry-picked to {{2.6}}, but that branch has been frozen while we try to release AK 2.6.0. However, given that this is low-risk, I'll leave it on {{2.6}}, and updated the ""Fix Versions"""
KAFKA-10264,Flaky Test TransactionsTest.testBumpTransactionalEpoch. h3. Stacktrace  java.lang.AssertionError: Unexpected exception cause org.apache.kafka.common.KafkaException: The client hasn't received acknowledgment for some previously sent messages and can no longer retry them. It is safe to abort the transaction and continue. at org.junit.Assert.fail(Assert.java:89) at org.junit.Assert.assertTrue(Assert.java:42) at org.apache.kafka.test.TestUtils.assertFutureThrows(TestUtils.java:557) at kafka.api.TransactionsTest.testBumpTransactionalEpoch(TransactionsTest.scala:637),Not explicitly documented.,Go for it | [~ableegoldman] Could I take over this issue?
KAFKA-10262,"StateDirectory is not thread-safe. As explicitly stated in the StateDirectory javadocs,  ""This class is not thread-safe.""  Despite this, a single StateDirectory is shared among all the StreamThreads of a client. Some of the more ""dangerous"" methods are indeed synchronized, but others are not. For example, the innocent-sounding #directoryForTask is not thread-safe and is called in a number of places. We call it during task creation, and we call it during task closure (through StateDirectory#lock). It's not uncommon for one thread to be closing a task while another is creating it after a rebalance.  In fact, we saw exactly that happen in our test application. This ultimately lead to the following exception    {code:java} org.apache.kafka.streams.errors.ProcessorStateException: task directory [/mnt/run/streams/state/stream-soa",StateDirectory is not thread-safe.,"{quote}I've only confirmed that this affects 2.6 so far, but the unsafe methods are present in earlier versions. It's possible we made the problem worse somehow during ""The Refactor"" so that it's easi | I think we can just do something like  {code:java} if (hasPersistentStores && !taskDir.exists())     try directory-creation-lock         if (!taskDir.exists() && !taskDir.mkdir())             throw PS"
KAFKA-10257,"system test kafkatest.tests.core.security_rolling_upgrade_test fails. The test failure was reported in http://confluent-kafka-branch-builder-system-test-results.s3-us-west-2.amazonaws.com/2020-07-08--001.1594266883--chia7712--KAFKA-10235--a76224fff/report.html  Saw the following error in the log.  {code:java} [2020-07-09 00:56:37,575] ERROR [KafkaServer id=1] Fatal error during KafkaServer startup. Prepare to shutdown (kafka.server.KafkaServer) java.lang.IllegalArgumentException: Could not find a 'KafkaServer' or 'internal.KafkaServer' entry in the JAAS configuration. System property 'java.security.auth.login.config' is not set         at org.apache.kafka.common.security.JaasContext.defaultContext(JaasContext.java:133)         at org.apache.kafka.common.security.JaasContext.load(JaasContext.java:98)         at org.apache.kafka.common.security.JaasContext.loa",system test kafkatest.tests.core.security_rolling_upgrade_test fails.,Merged to 2.6 and trunk. | [~chia7712] : Yes. Thanks for helping out. | [~junrao] Could I take over this issue?
KAFKA-10254,"100% cpu usage by kafkaConsumer poll , when broker can't be connect . steps  1、start kafka broker   2、start kafka consumer and subscribe some topic with some kafkaConsumer instance and  call  kafkaConsumer.*poll(Duration.ofMillis(pollTimeout))*   and set auto.commit.enabled=false  3、iptables to disable kafka broker  ip  in client vm or shutdown kafka brokers  4、cpu go to 100%     *why?*        left Vserison :2.3.1  right Version:2.5.0     for 2.3.1 kafkaConsumer when kafka  brokers go  down,updateAssignmentMetadataIfNeeded will block x ms and return empty records ,  !image-2020-07-09-19-24-20-604.png|width=926,height=164!     for 2.5.0  private Map<TopicPartition, List<ConsumerRecord<K, V>>> pollForFetches(Timer timer) {  *long pollTimeout = coordinator == null ? timer.remainingMs() :*  *Math.min(coordinator.timeToNextPoll(timer.currentTimeMs()), timer.remai",Not explicitly documented.,"Changing resolution to ""fixed"", since the linked duplicate is fixed. | Hey [~xiaotong.wang] , thanks for the report! It looks like a duplicate of KAFKA-10134; is that right? | [~xiaotong.wang], see KAFKA-10134"
KAFKA-10249,"In-memory stores are skipped when checkpointing but not skipped when reading the checkpoint. As the title suggests, offsets for in-memory stores (including the suppression buffer) are not written to the checkpoint file. However, when reading from the checkpoint file during task initialization, we do not check StateStore#persistent. We attempt to look up the offsets for in-memory stores in the checkpoint file, and obviously do not find them.  With eos we have to conclude that the existing state is dirty and thus throw a TaskCorruptedException. So pretty much any task with in-memory state will always hit this exception when reinitializing from the checkpoint, forcing it to clear the entire state directory and build up all of its state again from scratch (both persistent and in-memory).  This is especially unfortunate for KIP-441, as we will hit this any time a task is moved from one","We attempt to look up the offsets for in-memory stores in the checkpoint file, and obviously do not find them.","cc [~rhauch] , I've just pushed the fix to 2.6."
KAFKA-10247,"Streams may attempt to process after closing a task. Observed in a system test. A corrupted task was detected, and Stream properly closed it as dirty: {code:java} [2020-07-08 17:08:09,345] WARN stream-thread [SmokeTest-66676ca8-d517-4e4b-bb5f-44203e24e569-StreamThread-2] Encountered org.apache.kafka.clients.consumer.OffsetOutOfRangeException fetching records from restore consumer for partitions [SmokeTest-cntStoreName-changelog-1], it is likely that the consumer's position has fallen out of the topic partition offset range because the topic was truncated or compacted on the broker, marking the corresponding tasks as corrupted and re-initializing it later. (org.apache.kafka.streams.processor.internals.StoreChangelogReader) org.apache.kafka.clients.consumer.OffsetOutOfRangeException: Fetch position FetchPosition{offset=1, offsetEpoch=Optional.","the topic was truncated or compacted on the broker, marking the corresponding tasks as corrupted and re-initializing it later. (org.apache.kafka.streams.processor.internals.StoreChangelogReader) org.apache.kafka.clients.consumer.OffsetOutOfRangeException: Fetch position FetchPosition{offset=1, offsetEpoch=Optional.",Fixed
KAFKA-10243,ConcurrentModificationException while processing connection setup timeouts. From [~guozhang] in [https://github.com/apache/kafka/pull/8683:]  {quote} java.util.ConcurrentModificationException 	at java.util.HashMap$HashIterator.nextNode(HashMap.java:1445) 	at java.util.HashMap$KeyIterator.next(HashMap.java:1469) 	at org.apache.kafka.clients.NetworkClient.handleTimedOutConnections(NetworkClient.java:822) 	at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:574) 	at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:265) 	at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:236) 	at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:215) 	at org.apache.kafka.clients.consumer.internals.AbstractCoordinator.joinGroup,ConcurrentModificationException while processing connection setup timeouts.,"Thanks, [~dajac] ! | [~vvcephei] This only affects trunk AFAIK. | Hey all, it seems like this is fixing a regression in 2.5.1/2.6.0 . Should it be a blocker and tagged for those releases?"
KAFKA-10240,"Sink tasks should not throw WakeupException on shutdown. * When a task is scheduled for shutdown, the framework [wakes up the consumer|https://github.com/apache/kafka/blob/8a24da376b801c6eb6522ad4861b83f5beb5826c/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerSinkTask.java#L159] for that task.   * As is noted in the [Javadocs for that method|https://github.com/apache/kafka/blob/8a24da376b801c6eb6522ad4861b83f5beb5826c/clients/src/main/java/org/apache/kafka/clients/consumer/KafkaConsumer.java#L2348], “If no thread is blocking in a method which can throw {{org.apache.kafka.common.errors.WakeupException}}, the next call to such a method will raise it instead.”   * It just so happens that, if the framework isn’t in the middle of a call to the consumer and then the task gets stopped, the next call the framework will make on the ",Not explicitly documented.,"For some background: this was actually discussed years ago on [https://github.com/apache/kafka/pull/1511], but never implemented."
KAFKA-10239,"The groupInstanceId field in DescribeGroup response should be ignorable. We noticed the following error in the logs in the handling of a DescribeGroup request: ``` org.apache.kafka.common.errors.UnsupportedVersionException: Attempted to write a non-default groupInstanceId at version 3 ``` The problem is that the field is not marked as ignorable. So if the user is relying on static membership and uses an older AdminClient, they will see this error.","The `groupInstanceId` field is not marked ignorable for the relevant protocol version, so the broker attempts to serialize a non-default field and raises `UnsupportedVersionException`.",Fixed
KAFKA-10235,"Fix flaky transactions_test.py. {code} =hard_bounce.bounce_target=clients.check_order=False.use_group_metadata=False: FAIL: copier-1 : Message copier didn't make enough progress in 30s. Current progress: 0 Traceback (most recent call last):   File ""/usr/local/lib/python2.7/dist-packages/ducktape/tests/runner_client.py"", line 134, in run     data = self.run_test()   File ""/usr/local/lib/python2.7/dist-packages/ducktape/tests/runner_client.py"", line 192, in run_test     return self.test_context.function(self.test)   File ""/usr/local/lib/python2.7/dist-packages/ducktape/mark/_mark.py"", line 429, in wrapper     return functools.partial(f, *args, **kwargs)(*w_args, **w_kwargs)   File ""/opt/kafka-dev/tests/kafkatest/tests/core/transactions_test.py"", line 254, in test_transactions     num_messages_to_copy=self.num_seed_messages",Fix flaky transactions_test.py. =hard_bounce.bounce_target=clients.check_order=False.use_group_metadata=False: FAIL: copier-1 : Message copier didn't make enough progress in 30s.,merged the PR to trunk.
KAFKA-10224,"The license term about jersey is not correct. Kafka 2.3.0 and later bundle jersey 2.28. Since 2.28, jersey changed the license type from CDDL/GPLv2+CPE to EPLv2. But in Kafka 2.5.0's LICENSE file [https://github.com/apache/kafka/blob/2.5/LICENSE], it still said  ""This distribution has a binary dependency on jersey, which is available under the CDDL"".  This should be corrected ASAP.",Kafka 2.3.0 and later bundle jersey 2.28.,"Kafka upgraded to Jersey 2.28 starting in 2.3.0 via [https://github.com/apache/kafka/pull/6665].   Also, just to clarify, per [https://www.apache.org/legal/resolved.html#weak-copyleft-licenses] it is "
KAFKA-10223,ReplicaNotAvailableException must be retriable to handle reassignments. ReplicaNotAvailableException should be a retriable `InvalidMetadataException` since consumers may throw this during reassignments.,ReplicaNotAvailableException must be retriable to handle reassignments.,"Thank you for the confirmation, [~rsivaram]. | [~dongjoon] This is not a 2.6.0 issue, ReplicaNotAvailable has always been non-retriable. This turned out to be a bigger issue in non-Java consumers since fetch-from-follower was introduced in  2.4.0. | Hi, [~rsivaram]. Is this only 2.6.0 issue?"
KAFKA-10222,"Incorrect methods show up in 0.10 Kafka Streams docs. In 0.10 Kafka Streams doc([http://kafka.apache.org/0100/javadoc/index.html?org/apache/kafka/streams/KafkaStreams.html]), two wrong methods show up, as show below:  _builder.from(""my-input-topic"").mapValue(value -> value.length().toString()).to(""my-output-topic"");_     There is no method named `from` or `mapValues`. They should be `stream` and `mapValues` respectively.      ",Incorrect methods show up in 0.10 Kafka Streams docs.,"mjsax merged pull request #272: URL: https://github.com/apache/kafka-site/pull/272         ---------------------------------------------------------------- This is an automated message from the Apache | mjsax commented on pull request #272: URL: https://github.com/apache/kafka-site/pull/272#issuecomment-655021969      We can still merge this PR, because otherwise the web-page would not be updated.    | huxihx opened a new pull request #272: URL: https://github.com/apache/kafka-site/pull/272      https://issues.apache.org/jira/browse/KAFKA-10222        Non-existent methods show up in the doc:    _bui"
KAFKA-10221,Backport fix for KAFKA-9603 to 2.5 . The fix for [KAFKA-9603|https://issues.apache.org/jira/browse/KAFKA-9603] shall be backported to 2.5. ,The fix for [KAFKA-9603| shall be backported to 2.5.,Fixed
KAFKA-10220,"NPE when describing resources. In current trunk code   Describing a topic from the CLI can fail with an NPE in the broker  on the line   {{          resource.configurationKeys.asScala.forall(_.contains(configName))}}     (configurationKeys is null)  {{[2020-06-30 11:10:39,464] ERROR [Admin Manager on Broker 0]: Error processing describe configs request for resource DescribeConfigsResource(resourceType=2, resourceName='topic1', configurationKeys=null) (kafka.server.AdminManager)}}{{java.lang.NullPointerException}}{{at kafka.server.AdminManager.$anonfun$describeConfigs$3(AdminManager.scala:395)}}{{at kafka.server.AdminManager.$anonfun$describeConfigs$3$adapted(AdminManager.scala:393)}}{{at scala.collection.TraversableLike.$anonfun$filterImpl$1(TraversableLike.scala:248)}}{{at scala.collection.Iterator.foreach(Iterator.sca",NPE when describing resources.,"Issue resolved by pull request 8966 [https://github.com/apache/kafka/pull/8966] | [~tombentley], I'll submit a PR for your review later. Thanks. | [~omkreddy] I'm happy to fix it, but Luke is already assigned. In any case, sorry folks ☹. I took another look at my PR and since {{configurationKeys}} is the only nullable field I don't think it's a "
KAFKA-10218,"DistributedHerder's canReadConfigs field is never reset to true. If the {{DistributedHerder}} encounters issues reading to the end of the config topic, it [takes note of this fact|https://github.com/apache/kafka/blob/7db52a46b00eed652e791dd4eae809d590626a1f/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedHerder.java#L1109] by setting a field {{canReadConfigs}} to {{false}} and then acts accordingly at the [start of its tick loop|https://github.com/apache/kafka/blob/7db52a46b00eed652e791dd4eae809d590626a1f/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedHerder.java#L319] by trying again to read to the end of the config topic. However, if a subsequent attempt to read to the end of the config topic succeeds, the {{canReadConfigs}} field is never set back to {{true}} again, so no ma",DistributedHerder's canReadConfigs field is never reset to true.,"Merged into the `trunk` branch for inclusion in the upcoming 2.7.0, and cherry-picked to the `2.6.x`, `2.5.x`, and `2.4.x` branches for inclusion in the next 2.6.1, 2.5.2, and 2.4.2 patch releases if/ | [~rhauch] The primary impact here is that there are erroneous and confusing log messages that start to get emitted as soon as the worker enters a bad state and there is no fix except to restart the wo | Thanks, [~ChrisEgerton]. You didn't really describe the impact of this bug, but IIUC the herder still behaves correctly with this bug but does extra work with every herder tick. Specifically, the conf"
KAFKA-10215,"MockProcessorContext doesn't work with SessionStores. The recommended pattern for testing custom Processor implementations is to use the test-utils MockProcessorContext. If a Processor implementation needs a store, the store also has to be initialized with the same context. However, the existing (in-memory and persistent) Session store implementations perform internal casts that result in class cast exceptions if you attempt to initialize them with the MockProcessorContext.  A workaround is to instead embed the processor in an application and use the TopologyTestDriver instead.  The fix is the same as for KAFKA-10200",MockProcessorContext doesn't work with SessionStores.,"Fixed in the new processor API. | Note, this will be fixed for the new PAPI MockProcessorContext, at least, by [https://github.com/apache/kafka/pull/9396] ."
KAFKA-10214,"fix flaky zookeeper_tls_test.py. After https://github.com/apache/kafka/commit/3661f981fff2653aaf1d5ee0b6dde3410b5498db, security_config is cached. Hence, the later changes to security flag can't impact the security_config used by later tests.",After security_config is cached.,Issue resolved by pull request 8949 [https://github.com/apache/kafka/pull/8949]
KAFKA-10212,"Describing a topic with the TopicCommand fails if unauthorised to use ListPartitionReassignments API. Since https://issues.apache.org/jira/browse/KAFKA-8834, describing topics with the TopicCommand requires privileges to use ListPartitionReassignments or fails to describe the topics with the following error:  {quote} Error while executing topic command : Cluster authorization failed.  {quote}  This is a quite hard restriction has most of the secure clusters do not authorize non admin members to access ListPartitionReassignments.",Since describing topics with the TopicCommand requires privileges to use ListPartitionReassignments or fails to describe the topics with the following error: Error while executing topic command : Cluster authorization failed. This is a quite hard restriction has most of the secure clusters do not authorize non admin members to access ListPartitionReassignments.,Fixed
KAFKA-10209,Fix connect_rest_test.py after the introduction of new connector configs. There are two new configs introduced by [371f14c3c12d2e341ac96bd52393b43a10acfa84|https://github.com/apache/kafka/commit/371f14c3c12d2e341ac96bd52393b43a10acfa84] and [1c4eb1a5757df611735cfac9b709e0d80d0da4b3|https://github.com/apache/kafka/commit/1c4eb1a5757df611735cfac9b709e0d80d0da4b3] so we have to update the expected configs in connect_rest_test.py,There are two new configs introduced by [371f14c3c12d2e341ac96bd52393b43a10acfa84| and [1c4eb1a5757df611735cfac9b709e0d80d0da4b3| so we have to update the expected configs in connect_rest_test.py.,Fixed
KAFKA-10200,"MockProcessorContext doesn't work with WindowStores. The recommended pattern for testing custom Processor implementations is to use the test-utils MockProcessorContext. If a Processor implementation needs a store, the store also has to be initialized with the same context. However, the existing (in-memory and persistent) Windowed store implementations perform internal casts that result in class cast exceptions if you attempt to initialize them with the MockProcessorContext.  A workaround is to instead embed the processor in an application and use the TopologyTestDriver instead.",MockProcessorContext doesn't work with WindowStores.,"Thanks, Sophie, yes, this is done.  | [~vvcephei] can we resolve this ticket or was there some followup work/improvement that isn't yet merged? | Created and linked https://issues.apache.org/jira/browse/KAFKA-10215 for SessionStores"
KAFKA-10198,"Dirty tasks may be recycled instead of closed. We recently added a guard to `Task#closeClean` to make sure we don't accidentally clean-close a dirty task, but we forgot to also add this check to `Task#closeAndRecycleState`. This meant an otherwise dirty task could be closed clean and recycled into a new task when it should have just been closed.  This manifest as an NPE in our test application. Specifically, task 1_0 was active on StreamThread-2 but reassigned as a standby. During handleRevocation we hit a TaskMigratedException while flushing the tasks and bailed on trying to flush and commit the remainder. This left task 1_0 with dirty keys in the suppression buffer and the `commitNeeded` flag still set to true.  During handleAssignment, we should have closed all the tasks with pending state as dirty (ie any task with commitNeeded = t",also add this check to `Task#closeAndRecycleState`.,"[~rhauch] the fix has been merged and picked to the 2.6 branch | Thanks, [~ableegoldman]. I agree this should be fixed in 2.6, so merge whenever the PR is ready and cherry-pick to the `2.6` branch. (I'm the 2.6 release manager.)"
KAFKA-10193,"Add preemption for controller events that have callbacks. There are classes that extends `ControllerEvent` and have callbacks but do not provide preemption:  1. [ApiPartitionReassignment|https://github.com/apache/kafka/blob/trunk/core/src/main/scala/kafka/controller/KafkaController.scala#L2073-L2074]  2. [ListPartitionReassignments|https://github.com/apache/kafka/blob/trunk/core/src/main/scala/kafka/controller/KafkaController.scala#L2098-L2099]  Currently, the KafkaApi requests timeout for these events when the state of the controller changes. Instead we should preempt these events so that the requests are responded with a `NOT_CONTROLLER` error as we do for `ControlledShutdown` and `ReplicaLeaderElection` events. We can provide preemption [here|https://github.com/apache/kafka/blob/trunk/core/src/main/scala/kafka/controller/KafkaController.scala#",There are classes that extends `ControllerEvent` and have callbacks but do not provide preemption: 1.,Issue resolved by pull request 9050 [https://github.com/apache/kafka/pull/9050] | PR: [https://github.com/apache/kafka/pull/9050]
KAFKA-10192,"Flaky test BlockingConnectorTest#testBlockInConnectorStop. h3. [https://builds.apache.org/job/kafka-pr-jdk14-scala2.13/1218/] h3. Error Message  org.apache.kafka.connect.runtime.rest.errors.ConnectRestException: Could not execute PUT request. Error response: \{""error_code"":500,""message"":""Request timed out""} h3. Stacktrace  org.apache.kafka.connect.runtime.rest.errors.ConnectRestException: Could not execute PUT request. Error response: \{""error_code"":500,""message"":""Request timed out""} at org.apache.kafka.connect.util.clusters.EmbeddedConnectCluster.putConnectorConfig(EmbeddedConnectCluster.java:346) at org.apache.kafka.connect.util.clusters.EmbeddedConnectCluster.configureConnector(EmbeddedConnectCluster.java:300) at org.apache.kafka.connect.integration.BlockingConnectorTest.createConnectorWithBlock(BlockingConnectorTest.java:185) at org.apache.kaf",Not explicitly documented.,"[~mjsax] FYI, there's a PR up for this from [~showuon] if you have time for a quick one-liner: [https://github.com/apache/kafka/pull/10118]     I think the change is described and justified in the PR  | Failed in setup: [https://github.com/apache/kafka/pull/10134/checks?check_run_id=1915517987]  {quote} {{org.opentest4j.AssertionFailedError: Condition not met within timeout 30000. Worker did not comp | Error happened in tests in BlockingConnectorTests.  ex: [https://ci-builds.apache.org/job/Kafka/job/kafka-trunk-jdk8/475/testReport/junit/org.apache.kafka.connect.integration/BlockingConnectorTest/tes"
